,Season,Month,Year,Date,NAO-PC-H
1259,JJA,6,2014,6/20/2014,-0.7
1260,JJA,6,2014,6/30/2014,0
1261,JJA,7,2014,7/10/2014,0.1
1262,JJA,7,2014,7/20/2014,-0.3
1263,JJA,7,2014,7/30/2014,-0.1
1264,JJA,8,2014,8/9/2014,-0.6
1265,JJA,8,2014,8/19/2014,-1.6
1266,JJA,8,2014,8/29/2014,-0.5
1267,SON,9,2014,9/8/2014,0.7
1268,SON,9,2014,9/18/2014,0.5
1269,SON,9,2014,9/28/2014,1.1
1270,SON,10,2014,10/8/2014,-1.3
1271,SON,10,2014,10/18/2014,-0.4
1272,SON,10,2014,10/28/2014,-0.3
1273,SON,11,2014,11/7/2014,0.2
1274,SON,11,2014,11/17/2014,0
1275,SON,11,2014,11/27/2014,0.8
1276,DJF,12,2014,12/7/2014,1.3
1277,DJF,12,2014,12/17/2014,1.5
1278,DJF,12,2014,12/27/2014,-0.1
1279,DJF,1,2015,1/6/2015,1.2
1280,DJF,1,2015,1/16/2015,0.7
1281,DJF,1,2015,1/26/2015,0.9
1282,DJF,2,2015,2/5/2015,0.4
1283,DJF,2,2015,2/15/2015,1
1284,DJF,2,2015,2/25/2015,1.2
1285,MAM,3,2015,3/7/2015,1
1286,MAM,3,2015,3/17/2015,0.5
1287,MAM,3,2015,3/27/2015,1.3
1288,MAM,4,2015,4/6/2015,1
1289,MAM,4,2015,4/16/2015,0.8
1290,MAM,4,2015,4/26/2015,-1.4
1291,MAM,5,2015,5/6/2015,-0.2
1292,MAM,5,2015,5/16/2015,0.2
1293,MAM,5,2015,5/26/2015,0.6
1294,JJA,6,2015,6/5/2015,0.1
1295,JJA,6,2015,6/15/2015,0.3
1296,JJA,6,2015,6/25/2015,-0.5
1297,JJA,7,2015,7/5/2015,-1.4
1298,JJA,7,2015,7/15/2015,-1.9
1299,JJA,7,2015,7/25/2015,-1.2
1300,JJA,8,2015,8/4/2015,-0.4
1301,JJA,8,2015,8/14/2015,0.4
1302,JJA,8,2015,8/24/2015,-1
1303,SON,9,2015,9/3/2015,-0.6
1304,SON,9,2015,9/13/2015,-0.7
1305,SON,9,2015,9/23/2015,-0.1
1306,SON,10,2015,10/3/2015,0.1
1307,SON,10,2015,10/13/2015,0.4
1308,SON,10,2015,10/23/2015,0.7
1309,SON,11,2015,11/2/2015,0.7
1310,SON,11,2015,11/12/2015,0.8
1311,SON,11,2015,11/22/2015,0.7
1312,DJF,12,2015,12/2/2015,1.9
1313,DJF,12,2015,12/12/2015,0.6
1314,DJF,12,2015,12/22/2015,1.1
1315,DJF,1,2016,1/1/2016,0.7
1316,DJF,1,2016,1/11/2016,-0.8
1317,DJF,1,2016,1/21/2016,0.1
1318,DJF,1,2016,1/31/2016,1.1
1319,DJF,2,2016,2/10/2016,1
1320,DJF,2,2016,2/20/2016,1.2
1321,MAM,3,2016,3/1/2016,0.8
1322,MAM,3,2016,3/11/2016,0.5
1323,MAM,3,2016,3/21/2016,0.2
1324,MAM,3,2016,3/31/2016,0.8
1325,MAM,4,2016,4/10/2016,-0.1
1326,MAM,4,2016,4/20/2016,0.3
1327,MAM,4,2016,4/30/2016,-0.4
1328,MAM,5,2016,5/10/2016,-0.6
1329,MAM,5,2016,5/20/2016,-0.3
1330,MAM,5,2016,5/30/2016,-0.1
1331,JJA,6,2016,6/9/2016,-0.7
1332,JJA,6,2016,6/19/2016,0.1
1333,JJA,6,2016,6/29/2016,0.3
1334,JJA,7,2016,7/9/2016,-1.4
1335,JJA,7,2016,7/19/2016,-0.1
1336,JJA,7,2016,7/29/2016,-1.2
1337,JJA,8,2016,8/8/2016,-0.7
1338,JJA,8,2016,8/18/2016,-0.9
1339,JJA,8,2016,8/28/2016,-0.7
1340,SON,9,2016,9/7/2016,0.7
1341,SON,9,2016,9/17/2016,0.5
1342,SON,9,2016,9/27/2016,-0.5
1343,SON,10,2016,10/7/2016,0.3
1344,SON,10,2016,10/17/2016,0.2
1345,SON,10,2016,10/27/2016,0.1
1346,SON,11,2016,11/6/2016,-0.2
1347,SON,11,2016,11/16/2016,0.5
1348,SON,11,2016,11/26/2016,-0.4
1349,DJF,12,2016,12/6/2016,-0.6
1350,DJF,12,2016,12/16/2016,0
1351,DJF,12,2016,12/26/2016,1
